confFrom,confTo,pvalue
acl,pricai,0.000737944586248271
pricai,acl,1.39225610557259e-29
acl,prl,1.35535108979794e-12
prl,acl,0
acl,talip,0.00337322464496826
talip,acl,3.18212813046843e-69
taslp,acl,3.91243594461932e-43
acl,tfs,1.15687095552948e-209
tfs,acl,0.00761237854641336
acl,uai,0.000419356355917615
ai,aim,0.00142044091300927
aim,ai,0.00318950681075648
ai,bmvc,0.00785524482444126
cl,ai,0
colt,ai,5.26906909855255e-35
ai,dss,0.00367698995622017
ecai,ai,0.0028851453205559
ai,eccv,1.11245978772096e-05
eccv,ai,1.92240272717758e-206
ai,gecco,3.07729980972812e-06
gecco,ai,6.11956779135352e-295
ai,icann,0.00205649207052118
ai,icb,0.000259991010736162
icb,ai,0.00140475244028029
ai,iccv,0.000212430870430339
iccv,ai,0.00950794915130559
icdar,ai,0.000623676239316956
iconip,ai,0.00371786077005706
icpr,ai,0.00149917758896304
ai,icra,0.000139101422134638
icra,ai,8.37823988007426e-70
ai,ictai,0.00426968025571202
ijar,ai,0.00596775220532147
ai,ijcai,0.0012694286461802
ijcnn,ai,1.54240277826042e-218
ijcv,ai,2.75294783184963e-45
ai,ijprai,0.000677762850539006
ijprai,ai,0.00472394584694021
jmlr,ai,2.93760305363686e-05
ai,kr,0.00766495351049089
ai,machine translation,0.000135202663128489
machine translation,ai,7.67850899395629e-145
ai,nc,1.39440045070611e-15
nc,ai,0.00647339781193277
ai,nca,3.07814324032501e-11
neural networks,ai,0.00901148212802171
prl,ai,1.10719128587456e-06
talip,ai,2.20998398885138e-123
taslp,ai,1.17454627624735e-42
tfs,ai,0.00300539372430738
aim,colt,1.01643015262158e-11
colt,aim,5.27709629593558e-05
aim,computer speech language,0.000544625931503199
ecai,aim,0.00456993424323938
eccv,aim,1.69986153426892e-150
aim,emnlp,0.00265685178023481
aim,gecco,3.60367854737284e-08
iccbr,aim,0.00638533580573712
icml,aim,0.000930921800422242
aim,icpr,0.00182822969097409
aim,icra,1.21900884417895e-07
icra,aim,3.24989706720833e-15
ijcnn,aim,3.42828022641076e-305
ijcv,aim,7.19707139371029e-11
aim,jar,0.00273496016612839
aim,jmlr,0.00467168305472363
jmlr,aim,0.00263285130211138
machine translation,aim,5.39920641227765e-09
natural language engineering,aim,3.20030396179398e-05
nca,aim,3.24527091897921e-10
aim,neural networks,0.00349421278364509
neural networks,aim,0.000835765385426626
aim,nips,0.000530535300222853
aim,tfs,5.57228238527862e-05
aim,uai,1.7118559254799e-05
alt,cvpr,4.20157367862501e-11
cvpr,alt,9.34887175996486e-06
emnlp,alt,2.40824887015419e-91
alt,icml,0.000914712764962339
ictai,alt,4.15149033505658e-184
alt,ieee transactions on neural networks,0.00155500279168891
ijar,alt,2.77787087396057e-72
alt,jmlr,0.00689322040212107
jmlr,alt,7.49050711228657e-06
alt,naacl,0.00482678106738846
alt,nips,9.66143055154042e-07
nips,alt,1.32683224545026e-06
prl,alt,0.0078797146378258
taslp,alt,1.5440431524155e-230
alt,uai,1.7327498304247e-05
coling,bmvc,2.9011330468692e-260
bmvc,cvpr,6.13107513917993e-05
bmvc,ecai,8.28261499260901e-05
bmvc,emnlp,2.65484513028297e-138
bmvc,gecco,3.03824086616013e-06
gecco,bmvc,6.92659963543233e-07
bmvc,icb,0.00349139798945522
icb,bmvc,3.88792546015237e-166
bmvc,iccv,5.06270136242597e-08
bmvc,icdar,0.00512653048273024
bmvc,icml,7.63035134957837e-73
bmvc,iconip,3.35246194115639e-07
iconip,bmvc,4.59592285986359e-10
bmvc,ieee transactions on neural networks,0.000388674459859906
bmvc,ijar,0.000133181895514117
ijcnn,bmvc,1.46439580101363e-260
bmvc,ijcv,0.00560929196558376
bmvc,ijdar,0.000639952487979402
ijdar,bmvc,0.000488740821444119
bmvc,jair,2.48482327097549e-06
bmvc,jmlr,3.46922588104579e-118
jmlr,bmvc,6.20554332189962e-06
bmvc,kbs,1.25500160131263e-170
nca,bmvc,0.00560659443278157
nips,bmvc,0.00439756512959057
npl,bmvc,2.46305839018686e-07
ci,colt,0.00971321799319461
computer speech language,ci,4.93551497456757e-48
ci,cvpr,9.99585690740453e-11
cvpr,ci,0.000320646429386987
eccv,ci,0.00643377843586247
gecco,ci,7.24487481656915e-186
ci,icb,4.62834564028003e-37
icb,ci,3.75974012869023e-05
ci,iccv,1.84852513173034e-67
iccv,ci,6.11370930113984e-05
ci,icdar,2.00214953063746e-05
icdar,ci,0.00455107147184412
icml,ci,0.00095002150495812
ci,ictai,4.30869844631692e-05
ictai,ci,0.000521364075557732
ci,ijcai,0.00704496480398689
ci,ijcia,6.13628749229759e-131
ci,ijcnn,0.00187490246764108
ci,jar,0.00834038177396122
jetai,ci,0.00292814654996825
ci,jmlr,0.00250739468372375
jmlr,ci,7.70274457388271e-148
ci,machine translation,1.7496757459317e-05
machine translation,ci,3.5245540538234e-16
naacl,ci,3.21827435833368e-15
ci,natural language engineering,0.00224642297448189
ci,neural networks,0.00162588595859747
ci,npl,0.000234803629390301
prl,ci,1.87730649801606e-15
ci,talip,0.00200639490317547
taslp,ci,6.58700090031922e-06
cl,ictai,5.75256229587344e-170
ictai,cl,6.12163198368e-10
cl,ijcai,0
jar,cl,2.43920131935197e-05
kbs,cl,5.68347288563481e-220
coling,colt,7.25189246297324e-300
colt,coling,8.10587457814962e-17
cvpr,coling,2.05557265723779e-06
coling,dss,0.000470669843429921
dss,coling,2.34240623495204e-06
ecai,coling,0.00345335456932473
coling,icann,1.30099776418479e-46
icdar,coling,2.55682071527137e-05
coling,icml,0.0011578424787429
icml,coling,0.000824369266826133
coling,iconip,0.000511724186321325
iconip,coling,7.2801599519662e-06
ijar,coling,0
coling,ijcai,0.00150758793535439
ijdar,coling,3.47709217485054e-61
ijprai,coling,0
jair,coling,0.00129475534598598
jetai,coling,0.00343163953315875
jmlr,coling,1.36399698690008e-166
coling,kr,8.37168157272571e-11
coling,machine translation,0.00531523021421592
machine translation,coling,1.30858411894629e-85
coling,neural networks,3.11050736274295e-221
neural networks,coling,9.01745081980939e-11
coling,nips,1.00283373157474e-29
nips,coling,0.000372704718349282
coling,paa,0.000164388815642013
paa,coling,1.03525468150243e-121
pricai,coling,7.03611245258817e-29
coling,prl,0.00845989467244899
prl,coling,4.83014947297362e-53
coling,talip,0.00887788280300643
talip,coling,1.79719075545314e-74
coling,taslp,0.0028590063098365
taslp,coling,3.0253037738522e-44
coling,tfs,7.55408355540767e-213
coling,tslp,0.000270878880790804
tslp,coling,1.72066760728909e-117
coling,uai,1.88379234025569e-153
colt,computer speech language,1.78707695469238e-11
colt,cvpr,0.00634655428815093
cvpr,colt,0.000238299925874024
colt,eccv,2.22557983072504e-05
eccv,colt,2.36188956014914e-05
colt,iccv,0.00200936326894961
iccv,colt,0.00316366102154001
colt,icml,0.00101738038910652
icml,colt,0.000829614813149555
colt,iconip,1.78845112388597e-12
colt,icpr,0.000836084249989516
icpr,colt,1.54325196123888e-98
ictai,colt,7.64675645772448e-07
colt,ieee transactions on neural networks,0.00629958289840507
colt,ijcai,9.51147029560008e-18
colt,ijcv,5.31390120343943e-11
ijcv,colt,1.06959189648764e-15
jmlr,colt,9.35965320208722e-11
colt,prl,2.41678508575327e-08
colt,uai,0.00280250100983949
computer speech language,cvpr,3.34608412598895e-132
ecai,computer speech language,5.13886188938308e-07
icdar,computer speech language,2.13502783413644e-06
ijprai,computer speech language,4.15629172514029e-30
jmlr,computer speech language,4.67261529706674e-29
kbs,computer speech language,2.25650433142479e-13
computer speech language,machine translation,3.25958515541263e-46
nips,computer speech language,0.000746431265096754
computer speech language,pricai,3.79263553449287e-06
computer speech language,prl,0.000604030583508898
talip,computer speech language,1.81037794812455e-74
taslp,computer speech language,1.67518844309602e-46
tfs,computer speech language,8.36387139134282e-46
computer speech language,uai,0.00126675710678972
uai,computer speech language,0.00123393481962299
cviu,gecco,0.00288901742519635
gecco,cviu,0.00987372797972479
cviu,icb,0.000180261247515706
icb,cviu,1.45222656773728e-120
icdar,cviu,0.00743913541805124
iconip,cviu,6.84156645869591e-74
ictai,cviu,1.70503698559153e-73
ida,cviu,2.22965161933396e-108
ieee transactions on neural networks,cviu,0.00316062579761795
cviu,ijdar,0.0081990369250994
cviu,jair,2.50502472184045e-10
jair,cviu,0.00139497069542993
kbs,cviu,0.00012359537712713
naacl,cviu,1.23507653206538e-75
nca,cviu,5.79329556905097e-05
cviu,nips,0.00941445128775386
paa,cviu,0.00808209191939939
cviu,pricai,0.000182554769782177
pricai,cviu,0.000261582460098954
cviu,tap,0.00017251425179464
tap,cviu,9.24597050554116e-119
cvpr,eccv,0.000191439299691438
eccv,cvpr,0.00285190184241601
cvpr,emnlp,7.14306973131048e-05
emnlp,cvpr,0.000144047233073904
cvpr,gecco,6.11401854041458e-09
cvpr,icann,0.00595402243302157
cvpr,icb,3.29565854175426e-07
icb,cvpr,6.19896863888049e-269
cvpr,iccv,0.00108366250141671
cvpr,icml,2.59430160768235e-06
icml,cvpr,9.51381146880508e-06
iconip,cvpr,6.07426461613069e-05
cvpr,icpr,0.000113259849278325
cvpr,ida,2.65597049914794e-06
ijar,cvpr,8.37159748215974e-59
ijcnn,cvpr,2.83258635729034e-214
ijdar,cvpr,0.00396216567735285
cvpr,ijis,3.22305568261536e-09
ijis,cvpr,1.46963848083047e-141
ilp,cvpr,9.08123144083893e-05
cvpr,jmlr,0.00304740265761154
jmlr,cvpr,5.07099369372398e-118
cvpr,machine translation,0
cvpr,naacl,0.000501223725829556
naacl,cvpr,7.81077292615594e-08
cvpr,natural language engineering,1.21057393412218e-116
nc,cvpr,5.76487186107913e-06
nips,cvpr,5.68783629003675e-06
pricai,cvpr,3.05693413204856e-29
cvpr,tap,0.000242335778861657
tap,cvpr,4.72197479226896e-13
cvpr,taslp,0.00433837636217724
taslp,cvpr,8.87703394723111e-46
cvpr,uai,5.3998135848852e-05
ecai,dss,9.43969331330514e-06
dss,emnlp,6.79701467994939e-86
emnlp,dss,3.79542397800467e-11
dss,gecco,2.1114747901892e-28
dss,iccbr,6.05245893000601e-47
dss,iconip,0.00536133249306197
dss,icpr,1.82446800997018e-17
icpr,dss,4.32323581120322e-186
dss,icra,1.91388126285527e-31
ieee transactions on neural networks,dss,3.04578654956712e-05
dss,ijar,0.00528883695177559
ijar,dss,0.00474821050737367
dss,ijcai,0.0073621209729685
ijcia,dss,0.00232681675288394
dss,ijdar,1.94311068709383e-158
dss,jair,2.07885226709341e-06
jair,dss,0.00096711627985315
dss,jar,0.00171039742562583
dss,jetai,2.23925132976213e-48
dss,jmlr,0.00515261045413808
jmlr,dss,0.00201584616961057
kr,dss,1.40869914563227e-07
natural language engineering,dss,0.00946815755351134
dss,nca,7.65362736732239e-44
nca,dss,7.42865547500306e-05
neural networks,dss,1.15029749626896e-15
dss,npl,8.74305782323398e-144
npl,dss,4.72263416283556e-10
paa,dss,0.00707755552519094
dss,prl,3.9232973727355e-06
prl,dss,7.56459962608184e-06
dss,tfs,1.2280911888186e-76
dss,wias,3.48894044065005e-16
wias,dss,0.000710747151948873
eccv,ecai,5.27763433745925e-58
ecai,gecco,0.00427750969288792
ecai,iccv,0.00167556427839675
iccv,ecai,9.73311599577917e-05
ecai,icdar,1.01593539409514e-241
icpr,ecai,0.000146552851261078
ecai,ieee transactions on neural networks,0.00192365412670322
ijar,ecai,5.3885319268174e-08
ecai,ijcai,0.000117533776981973
ijcnn,ecai,0
ecai,ijis,0.00288246882747678
jar,ecai,8.69468245170208e-08
jmlr,ecai,4.54030674529132e-23
natural language engineering,ecai,9.01785557219401e-05
ecai,nca,3.68567033314249e-10
ecai,neural networks,0.00082855000200777
neural networks,ecai,9.29366388414544e-142
ecai,nips,0.00292385544514158
ecai,talip,1.72016805511578e-175
ecai,tslp,7.13022234658773e-267
eccv,emnlp,6.42004722635622e-93
emnlp,eccv,0.00943901122397036
eccv,gecco,6.48579378820171e-18
eccv,icann,0.00563768424184813
eccv,icb,1.38926314264164e-06
icb,eccv,6.24344856331056e-290
eccv,iccv,0.000919791413857026
eccv,icdar,1.23270459546096e-06
icdar,eccv,0.0010737470261033
eccv,icml,0.00613683671280536
icml,eccv,1.39955348591721e-72
eccv,iconip,6.34307049509707e-13
eccv,icpr,7.45119179559176e-15
icpr,eccv,0.00102182458614139
eccv,icra,1.67219968761682e-212
icra,eccv,0.00643006786165036
eccv,ictai,5.64719350041672e-43
eccv,ida,9.95325400684378e-60
eccv,ijar,0
ijar,eccv,5.87436264411213e-22
eccv,ijcai,0
ijcai,eccv,1.60753788762002e-16
eccv,ijcv,2.44174166354504e-123
ijcv,eccv,8.36869348754447e-07
eccv,ijdar,1.71929052089297e-55
eccv,ijprai,5.87891572675102e-193
jmlr,eccv,5.05376627036077e-112
nc,eccv,0
eccv,neural networks,0.000188383087313708
neural networks,eccv,0.00246877122030369
nips,eccv,0.000295572006054694
eccv,npl,0.00786583076611252
npl,eccv,1.99676728378334e-16
eccv,prl,6.28417097412909e-204
prl,eccv,6.59311488045203e-12
eccv,tap,0.00017724868220741
tap,eccv,3.26798103227388e-281
taslp,eccv,3.83821707643918e-45
eccv,tfs,1.79200592954533e-202
uai,eccv,0.00122242774623773
emnlp,icb,3.70561405575008e-238
iccv,emnlp,3.19305389066613e-05
icdar,emnlp,0.0052171341270382
emnlp,iconip,4.77858668556374e-06
emnlp,icra,0.00556697456017934
ictai,emnlp,1.14294131588505e-47
emnlp,ijcv,0.00882913451164571
ijcv,emnlp,1.07026593993688e-45
ijdar,emnlp,0.00169605557058404
ilp,emnlp,1.67529487889735e-12
emnlp,jmlr,0.00341687728857254
emnlp,naacl,0.00557116162371872
nips,emnlp,1.19852096850564e-06
emnlp,prl,0.00558334441703199
prl,emnlp,0.00652443681275089
emnlp,talip,0.00683465306768071
emnlp,taslp,0.00114621493816611
taslp,emnlp,2.33620912342511e-45
tslp,emnlp,0.00676622646674457
gecco,icann,0.000982725962747432
icann,gecco,5.63986072584469e-06
gecco,icb,0
gecco,icml,1.51259654988261e-08
gecco,iconip,0.00832885959197737
iconip,gecco,0.00343029957312355
gecco,icpr,1.52812209859204e-19
icpr,gecco,8.7083348397727e-233
gecco,icra,7.31877877343834e-11
icra,gecco,0
ictai,gecco,0.00924237471820682
gecco,ieee transactions on neural networks,0.00109342965149731
ijar,gecco,0
gecco,ijcai,7.00476414190237e-274
ijcai,gecco,3.03039132630653e-09
ijcia,gecco,0.00734253477473153
gecco,ijcnn,0.00848662871251727
ijcnn,gecco,0.00546518902319396
gecco,ijcv,3.33854864827876e-120
ijcv,gecco,3.80112793304799e-05
ijis,gecco,1.57747751709042e-181
ijprai,gecco,2.33253741281015e-37
ilp,gecco,0.000619503858561728
gecco,jair,0.00199920743576327
gecco,jar,4.60916187532979e-16
gecco,jmlr,1.09633027146228e-205
jmlr,gecco,8.00299423624944e-10
kbs,gecco,0.000875557626793713
gecco,nc,0.000157341296820494
gecco,neural networks,1.10203643143111e-33
neural networks,gecco,6.96104721485051e-11
gecco,pricai,0.00887868014619876
pricai,gecco,8.85897042375367e-73
gecco,prl,0
prl,gecco,7.87858501528762e-11
icann,iconip,0.00240401055193233
iconip,icann,0.0021010286158419
icra,icann,0.00510553683392442
icann,ijcnn,2.0134491923903e-85
ijcnn,icann,1.46983973070749e-10
icann,ijprai,0.00428215423169814
jair,icann,0.00198777485871593
jetai,icann,0.00275150404884267
kbs,icann,0.00993249723206177
naacl,icann,0.000159077771948606
icann,natural language engineering,0.0014587757707715
natural language engineering,icann,0.000262140810533875
icann,pricai,0.0010108267194819
pricai,icann,1.2739495519896e-31
prl,icann,0.00515957437748074
taslp,icann,1.27002720280962e-46
icann,uai,3.0752494402722e-05
icaps,icra,1.58270585157196e-14
icaps,jair,0.00757789543609497
jmlr,icaps,6.68036144974862e-16
kbs,icaps,1.16899485562381e-160
icaps,pricai,1.31071104637631e-17
icb,iccv,2.59890600901749e-177
iccv,icb,4.41770085297826e-05
icb,icdar,7.68761472570683e-08
icdar,icb,0.00120049215579755
icb,icpr,1.61446948994493e-300
icpr,icb,0.00424543419821987
icb,icra,9.55934300402123e-292
icra,icb,1.41826142631984e-13
icb,ieee transactions on neural networks,9.32200485917808e-180
icb,ijcv,2.71984959477484e-301
ijcv,icb,9.43491696599174e-07
icb,ijdar,1.45020561925282e-09
icb,ijprai,5.7615408676927e-06
ijprai,icb,1.18215219909812e-23
icb,jmlr,1.81872848244542e-06
jmlr,icb,2.75480810988675e-06
icb,nca,2.80038420742995e-07
icb,nips,0.00465088006902399
icb,paa,1.89614171959289e-75
icb,prl,3.25391091457292e-275
icb,tap,1.71796195454578e-05
taslp,icb,1.35526706555899e-05
iccbr,icdar,4.47710316057772e-183
iccbr,iconip,0.00203550502163418
iconip,iccbr,1.12786858944856e-137
ictai,iccbr,1.01675368951185e-05
ijcv,iccbr,2.09689242417975e-188
ijis,iccbr,0.0097456428798976
iccbr,ilp,0.000579788442048387
ilp,iccbr,0.00271465145243695
jetai,iccbr,0.000297580857031185
jmlr,iccbr,6.82097737309157e-92
iccbr,kr,0.00309839498485601
iccbr,nc,1.9005605563011e-283
nca,iccbr,1.14942076195435e-06
iccbr,paa,3.19152873907232e-172
pricai,iccbr,2.29992962339152e-05
prl,iccbr,0.00158060768744399
iccv,icdar,0.00100255603657496
icdar,iccv,0.000390041682813835
iccv,icml,3.18599855654712e-30
icml,iccv,0.000514996175831344
iccv,iconip,0.000365673703578917
iconip,iccv,3.77002924166663e-100
ictai,iccv,2.04474402282195e-44
iccv,ijar,3.90773807329988e-05
ijcv,iccv,9.25659376492279e-05
iccv,ijdar,0.000573439919378317
ijprai,iccv,1.54686934640629e-09
ilp,iccv,2.60668606754901e-251
jmlr,iccv,5.39556317613946e-73
iccv,kbs,2.90647739866862e-06
kbs,iccv,3.82927979541914e-263
iccv,naacl,0.000456411440402146
iccv,nc,6.25964115232124e-267
iccv,nca,0.000491786854536844
nca,iccv,0.0073416153691949
iccv,neural networks,0.000830282726946946
neural networks,iccv,0.00324400532557482
iccv,nips,0.000442594320550506
nips,iccv,4.32704863680455e-05
iccv,npl,0.000438561206272418
npl,iccv,0.00446085315906165
iccv,paa,0.00852288908520845
iccv,prl,0.00142301191531953
iccv,tap,1.16858252474315e-07
tap,iccv,3.5499456843352e-204
taslp,iccv,0.000679589116352043
iccv,tfs,0.00088658620414073
iccv,uai,0.00316051389619418
uai,iccv,0.00368267297821149
icdar,icml,0.00459195294591062
icpr,icdar,0.00910272786350077
ijcnn,icdar,0
ijcv,icdar,0.00710943503897537
ijdar,icdar,0.000344522284849929
icdar,ilp,0
icdar,jmlr,6.59564263860117e-05
jmlr,icdar,1.66083643816218e-08
icdar,nips,0.00103801111654801
nips,icdar,0.000487195654028177
icdar,pricai,0.00552251593362787
pricai,icdar,1.05082029317959e-15
icdar,prl,0.00391156805876796
icdar,talip,0.000460398567795596
talip,icdar,4.01079612478677e-58
icdar,taslp,1.57985626644686e-182
icdar,tfs,0.00425124285400525
icml,iconip,0.000296995267224227
iconip,icml,1.3091493123779e-57
icml,icpr,0.000216719016898513
icpr,icml,1.55570801805288e-28
icml,ijcnn,5.43168412329944e-75
icml,ijcv,1.92217395160224e-28
icml,ijdar,0.00453416921486963
icml,ijprai,7.72205477288922e-23
ijprai,icml,0.00387300541167031
jair,icml,0.00211835830449975
jar,icml,0.00352124546724758
icml,jmlr,0.000903147499827855
jmlr,icml,3.54465971909338e-13
icml,machine translation,2.56639187428671e-08
machine translation,icml,1.88407620849192e-05
icml,naacl,0.00117232053330164
naacl,icml,1.52387629892396e-14
icml,natural language engineering,0.00767249849232476
icml,nc,6.21697746092174e-08
nc,icml,1.72040657843267e-211
nca,icml,0.00463667842028232
icml,nips,9.85983173771139e-05
nips,icml,7.2579912646994e-08
icml,taslp,0.00125833938074741
taslp,icml,3.81833244544412e-43
icml,tfs,9.82763313901361e-07
tfs,icml,6.95661944816104e-70
icml,tslp,9.29753434868684e-08
icml,uai,0.00376396998739813
icpr,iconip,5.17503821073297e-59
ictai,iconip,1.96346571650723e-46
ieee transactions on neural networks,iconip,1.12587510972031e-05
ijar,iconip,1.20048291494969e-58
iconip,ijcia,2.75897107112618e-32
ijcnn,iconip,6.15888677196099e-16
iconip,ijcv,7.81360501423621e-96
ijcv,iconip,1.01009180899625e-08
iconip,ijprai,9.08612910812842e-154
ijprai,iconip,2.28098644848905e-08
iconip,jair,0.00192873742777751
jair,iconip,0.00518119252116597
jetai,iconip,0
iconip,kbs,0.00468687322835654
iconip,naacl,1.13022845288346e-08
naacl,iconip,9.44095044035613e-09
nc,iconip,1.2975403915912e-106
iconip,nca,0.00260311075533327
nca,iconip,0.00601496063617371
iconip,paa,5.09736640224212e-31
iconip,pricai,0.000895302184601362
iconip,prl,2.44799842208021e-14
talip,iconip,3.10669868044265e-110
taslp,iconip,1.33843155217053e-45
tfs,iconip,0.00127414548655243
icpr,icra,0.00024613300395422
icra,icpr,0.00439192509381198
icpr,ijar,5.04358232501031e-144
ijcai,icpr,2.43329928241871e-05
icpr,ijcia,2.22392568833707e-122
ijcnn,icpr,5.05190092324107e-76
ijcv,icpr,0.00015618344298314
ijdar,icpr,0.00503130477391929
icpr,jmlr,0.00021964472711042
jmlr,icpr,6.54294339486732e-16
kbs,icpr,7.34048728820964e-23
icpr,nc,0
icpr,prl,0.000221129034857455
prl,icpr,0.00166876394274285
icpr,talip,5.6565932268773e-09
tap,icpr,0.00993375171486404
icpr,taslp,0.00397456394038551
taslp,icpr,3.70963293204997e-45
uai,icpr,0.000278885606680366
ictai,icra,0.00134525185032954
ijar,icra,2.7232157098385e-43
icra,ijcai,8.57376568647149e-88
icra,ijcnn,7.23333322445192e-14
ijcnn,icra,3.17166488582e-205
icra,ijis,0.0047446779534175
ijprai,icra,8.16918226545587e-44
icra,ilp,2.24207711583136e-13
ilp,icra,1.13834706043975e-178
jetai,icra,0.00017920544461076
icra,kbs,0.0023051066559469
icra,naacl,1.92524796972189e-32
naacl,icra,5.01124646132072e-114
icra,nc,2.74430152974432e-06
nc,icra,4.82977984770507e-219
nips,icra,0.00461083891627086
icra,paa,0.00919692381666972
icra,pricai,5.49569988244193e-06
pricai,icra,1.66770344249874e-05
icra,prl,0.00268616669661056
prl,icra,1.06363496761596e-20
tap,icra,4.73616723135819e-08
icra,taslp,5.48133118643503e-06
taslp,icra,5.65127701107654e-12
tfs,icra,0.00508071100413759
ictai,ijcv,3.9898510842256e-43
ijcv,ictai,0.00175496659841133
ijdar,ictai,1.24963672231113e-16
ictai,ilp,0.0015190574262427
ictai,jetai,8.18866671712868e-05
jetai,ictai,3.88394596638692e-42
ictai,jmlr,0.000985718609209981
jmlr,ictai,8.2428607968561e-05
ictai,kr,0.000166804853914076
kr,ictai,0.00201489723778302
ictai,machine translation,0.000272136514236324
ictai,naacl,1.27001378403126e-43
nca,ictai,3.39710072865747e-77
ictai,npl,6.97941132520317e-16
ictai,paa,5.18586660013158e-122
pricai,ictai,5.07606660279815e-08
ictai,prl,0.00839191588341789
ijcv,ida,6.59105986329715e-62
naacl,ida,6.22075696267624e-16
ida,nc,1.15943730697525e-57
nc,ida,1.27314728838247e-05
ida,taslp,8.14223225863711e-13
taslp,ida,2.88447156456643e-45
ieee transactions on affective computing,tap,1.50843461322292e-50
ieee transactions on neural networks,ijcai,3.30893671400095e-05
ieee transactions on neural networks,ijcia,0.00152117816022905
ijcnn,ieee transactions on neural networks,0.00900745836743683
ieee transactions on neural networks,ijdar,0.00134373712978567
ijis,ieee transactions on neural networks,0.00202609873733078
