venue,paper_id,citationcount
aaai,802F3A21,17
aaai,80446468,17
aaai,80712B59,17
aaai,8071D7C5,17
aaai,8080291A,17
aaai,8114AB73,17
aaai,814306CF,17
aaai,81529822,17
aaai,816F607B,17
aaai,81E2EC9C,17
aaai,8224A4B7,17
aaai,82307675,17
aaai,823C53BA,17
aaai,82447200,17
aaai,824B8D2F,17
aaai,826FEE60,17
aaai,82BE9FB1,17
aaai,835F14EE,17
aaai,83A47785,17
aaai,83E09947,17
aaai,8411B90D,17
aaai,01E9AE70,16
aaai,01EC265A,16
aaai,06B1401F,16
aaai,06E58B1E,16
aaai,071C5A04,16
aaai,0759893F,16
aaai,07F73D93,16
aaai,080EEA6E,16
aaai,08728B96,16
aaai,08D7FE56,16
aaai,0AE66BA8,16
aaai,22B12145,16
aaai,2507827F,16
aaai,55F4F878,16
aaai,59C5A9FA,16
aaai,59F0F9BD,16
aaai,5B949BB4,16
aaai,5C04AA69,16
aaai,5C520D91,16
aaai,5CC29BEC,16
aaai,5CFD75B6,16
aaai,5D3A7FFC,16
aaai,5DAE5E3C,16
aaai,6062B9E0,16
aaai,62346E65,16
aaai,685EE807,16
aaai,699F19A2,16
aaai,6E90F9F3,16
aaai,6ED2C4B9,16
aaai,703F3A20,16
aaai,72D6F6D2,16
aaai,7CDB821F,16
aaai,7CF11CC0,16
aaai,7CF4B78E,16
aaai,7D4E0135,16
aaai,7D87E53A,16
aaai,7DA395C1,16
aaai,7DC82376,16
aaai,7E07AA06,16
aaai,7E37D065,16
aaai,7E4C6BF0,16
aaai,7E504915,16
aaai,7E984E1C,16
aaai,7ED204B6,16
aaai,7EDEC980,16
aaai,7EE486ED,16
aaai,7F0EDD12,16
aaai,7F2DD9C5,16
aaai,7F498268,16
aaai,7F4F35C6,16
aaai,7F8C2F9E,16
aaai,7F91F88C,16
aaai,7F9ACA2E,16
aaai,7FA805C9,16
aaai,7FB2952B,16
aaai,7FC9D1DB,16
aaai,7FE5A0E0,16
aaai,7FFFA7C1,16
aaai,807248E3,16
aaai,8078AFAB,16
aaai,807D94BE,16
aaai,80946BED,16
aaai,80EAD21C,16
aaai,8153B3D3,16
aaai,8197A2C6,16
aaai,82242B34,16
aaai,8225BEAF,16
aaai,82581250,16
aaai,825AEF75,16
aaai,82A93DAD,16
aaai,82BBD7B7,16
aaai,82F7111E,16
aaai,8361546E,16
aaai,8385FC66,16
aaai,83EBD864,16
aaai,854B39CB,16
aaai,00CB18C5,15
aaai,00D8E521,15
aaai,01F3DE18,15
aaai,02238973,15
aaai,03705DA4,15
aaai,042431FF,15
aaai,055B1E72,15
aaai,0567A0B1,15
aaai,06CADC53,15
aaai,070A12DE,15
aaai,09404E27,15
aaai,094BD19F,15
aaai,095046D7,15
aaai,0ABE365F,15
aaai,0B040CB7,15
aaai,0B9E2E08,15
aaai,0BB1E634,15
aaai,0C55DD33,15
aaai,137AFC10,15
aaai,234E3E73,15
aaai,3AB60C96,15
aaai,3AE56D82,15
aaai,46668D1E,15
aaai,4B6432E5,15
aaai,59163F1D,15
aaai,5B5D7731,15
aaai,5B9394E4,15
aaai,5BA011FB,15
aaai,5BD3636B,15
aaai,5C0AA593,15
aaai,5C558744,15
aaai,5CAB5D2A,15
aaai,5DD108F8,15
aaai,5DFC0282,15
aaai,5EB255E8,15
aaai,5FC710D5,15
aaai,5FDE38F0,15
aaai,621BFE10,15
aaai,67466E34,15
aaai,68511B8B,15
aaai,691D166F,15
aaai,6EE01510,15
aaai,71BDA3C9,15
aaai,71C493B3,15
aaai,72693F58,15
aaai,7AB72957,15
aaai,7D5901E8,15
aaai,7D6F9B09,15
aaai,7D71AE98,15
aaai,7D893867,15
aaai,7DBDBF9B,15
aaai,7DC936D5,15
aaai,7DD8B350,15
aaai,7E0420D5,15
aaai,7E363249,15
aaai,7E43031B,15
aaai,7E482187,15
aaai,7E642101,15
aaai,7E6C02CA,15
aaai,7E700FE8,15
aaai,7EAA117E,15
aaai,7EAE0DE9,15
aaai,7EDADC8B,15
aaai,7EFAF7F6,15
aaai,7EFBFB90,15
aaai,7F04B167,15
aaai,7F07ED70,15
aaai,7F0DC30A,15
aaai,7F42CBDA,15
aaai,7F59E105,15
aaai,7F5B7D80,15
aaai,7F7B3B1B,15
aaai,7F813BC0,15
aaai,7F9D232C,15
aaai,7FF292B2,15
aaai,7FFD87CC,15
aaai,800F886A,15
aaai,8024D0E3,15
aaai,8025C6A5,15
aaai,803EDC38,15
aaai,80E7984D,15
aaai,8130ADED,15
aaai,817155DB,15
aaai,82180A11,15
aaai,823BCC55,15
aaai,825D5CAC,15
aaai,82706488,15
aaai,827464FB,15
aaai,8289C000,15
aaai,82C3D228,15
aaai,8340E2B4,15
aaai,83660B71,15
aaai,839A1756,15
aaai,83CECDB2,15
aaai,840107DC,15
aaai,8490C3E0,15
aaai,84BB1419,15
aaai,850C5B46,15
aaai,00196DAC,14
aaai,006D1429,14
aaai,00EC1D80,14
aaai,0153DD10,14
aaai,02A76D05,14
aaai,02E24275,14
aaai,0373B6C9,14
aaai,038710F5,14
aaai,03B4FBCF,14
aaai,04A5935A,14
aaai,054BD5CE,14
aaai,057FCC42,14
aaai,067113DF,14
aaai,07DFE514,14
aaai,07EBE69B,14
aaai,09C677A6,14
aaai,0B5B2F92,14
aaai,0C01442B,14
aaai,0C521A54,14
aaai,0FCE03B0,14
aaai,12199CD5,14
aaai,13F5EC3A,14
aaai,1404EF35,14
aaai,17E8403C,14
aaai,2CB35A90,14
aaai,2FB2576C,14
aaai,3667E26C,14
aaai,589D26E9,14
aaai,58ADA1B9,14
aaai,58B686CD,14
aaai,58BB033B,14
aaai,59048BBA,14
aaai,59446710,14
aaai,594795ED,14
aaai,59BE7001,14
aaai,5A022FF5,14
aaai,5A23AE2A,14
aaai,5B6EB3A6,14
aaai,5B9AB28E,14
aaai,5BB49878,14
aaai,5C05D839,14
aaai,5C5AFD46,14
aaai,5CF7F648,14
aaai,5D552B6E,14
aaai,5D5C3558,14
aaai,5DCE5B89,14
aaai,5F3875B9,14
aaai,5F8437CB,14
aaai,5FCF1A56,14
aaai,5FD5B892,14
aaai,60BC7B2F,14
aaai,62F33E24,14
aaai,6355BC02,14
aaai,6489B54E,14
aaai,6B7EC2D1,14
aaai,6CB107A2,14
aaai,6CEA9F3E,14
aaai,6D2D4873,14
aaai,6D63FD83,14
aaai,6E4F803E,14
aaai,6E777D2E,14
aaai,71353133,14
aaai,72834F21,14
aaai,7333310F,14
aaai,75160210,14
aaai,7596C6ED,14
aaai,78862591,14
aaai,798F3B07,14
aaai,7D12F8B6,14
aaai,7D19ED55,14
aaai,7D2AFB32,14
aaai,7D76AA9C,14
aaai,7DA59CF5,14
aaai,7DB15C8B,14
aaai,7DD976FE,14
aaai,7DE1532C,14
aaai,7DF31F8A,14
aaai,7DF33C0C,14
aaai,7DFE1D60,14
aaai,7E000C92,14
aaai,7E0C9221,14
aaai,7E0FB37C,14
aaai,7E1341B5,14
aaai,7E8A0191,14
aaai,7EA5ED4D,14
aaai,7EA75941,14
aaai,7EB2E120,14
aaai,7EB7513B,14
aaai,7EC0A65C,14
aaai,7ECF1ED0,14
aaai,7ED5A1F2,14
aaai,7F221462,14
aaai,7F3483E9,14
aaai,7F3F2A10,14
aaai,7F470415,14
aaai,7F614302,14
aaai,7F989B66,14
aaai,7FB0EF73,14
aaai,7FB1789E,14
aaai,7FC6C128,14
aaai,800D2CC4,14
aaai,800FC17F,14
aaai,8021CC99,14
aaai,8029E78E,14
aaai,8043E308,14
aaai,807AD366,14
aaai,80FF9D4C,14
aaai,812B3042,14
aaai,8133B34C,14
aaai,813A12D7,14
aaai,81440B03,14
aaai,814BBA80,14
aaai,81592355,14
aaai,8165DC7F,14
aaai,81FAEB90,14
aaai,82364D5D,14
aaai,8238919C,14
aaai,823DD217,14
aaai,8252327C,14
aaai,8573E001,14
aaai,001B4ABA,13
aaai,00943F44,13
aaai,00A7E757,13
aaai,00DAC875,13
aaai,038B23DB,13
aaai,03CF5C17,13
aaai,03FACB0A,13
aaai,0416EE08,13
aaai,04C3FDBF,13
aaai,053C29C5,13
aaai,062253A3,13
aaai,06239E36,13
aaai,066B9CF7,13
aaai,06C75B25,13
aaai,070C0575,13
aaai,0778BC45,13
aaai,07B05B3E,13
aaai,07BEA7CF,13
aaai,07F752C2,13
aaai,0830D0F9,13
aaai,08338E7E,13
aaai,0875E54D,13
aaai,08D192B8,13
aaai,08F71D7C,13
aaai,0A937DDD,13
aaai,0B49CA72,13
aaai,0B6455CB,13
aaai,0B691763,13
aaai,0B7A2685,13
aaai,0BAA8B4F,13
aaai,0C859922,13
aaai,0FD74A48,13
aaai,112DE589,13
aaai,119434DB,13
aaai,13030395,13
aaai,1405C8EC,13
aaai,25776C95,13
aaai,271615BC,13
aaai,2F8506D9,13
aaai,373E50AE,13
aaai,39F5E442,13
aaai,3B1267EA,13
aaai,58522FE8,13
aaai,599C8814,13
aaai,59F3441D,13
aaai,5AF3C081,13
aaai,5B65B187,13
aaai,5BCBF4E3,13
aaai,5C599839,13
aaai,5D2965FF,13
aaai,5D7AA40F,13
aaai,5D8E7AF1,13
aaai,5DC4FD42,13
aaai,5E44D37E,13
aaai,5E6FE3FF,13
aaai,5E8CB937,13
aaai,5EBAAD3C,13
aaai,5EDE7C55,13
aaai,6026ECC2,13
aaai,61D90E15,13
aaai,6208CF4F,13
aaai,622FB01A,13
aaai,6365C8C0,13
aaai,6785F986,13
aaai,67B54587,13
aaai,6899D491,13
aaai,69AF627C,13
aaai,6D3A2FE9,13
aaai,7D424C62,13
aaai,7D5DC133,13
aaai,7D62A5DF,13
aaai,7D763930,13
aaai,7D92E0A5,13
aaai,7D959643,13
aaai,7D993972,13
aaai,7D9AD0E1,13
aaai,7DAF404D,13
aaai,7DB3EF51,13
aaai,7DF60056,13
aaai,7DFA02C8,13
aaai,7E0238A3,13
aaai,7E260D27,13
aaai,7E4050D5,13
aaai,7E4D774A,13
aaai,7E512A1B,13
aaai,7E5B112F,13
aaai,7E721634,13
aaai,7E9E4370,13
aaai,7EAC0453,13
aaai,7EBC94DD,13
aaai,7EE2BAC4,13
aaai,7EE4948F,13
aaai,7F0890B4,13
aaai,7F2DD548,13
aaai,7F37CAF9,13
aaai,7F4282D3,13
aaai,7F4E4546,13
aaai,7F50B0CF,13
aaai,7FB17D3B,13
aaai,7FFA4FD0,13
aaai,80241CF8,13
aaai,802EC434,13
aaai,803D69E5,13
aaai,807DF152,13
aaai,80A23694,13
aaai,80A8DFED,13
aaai,80DAEBC9,13
aaai,80DE255D,13
aaai,80E79B20,13
aaai,8122BA0C,13
aaai,81393762,13
aaai,814254B1,13
aaai,814C0129,13
aaai,814D5402,13
aaai,81739697,13
aaai,81EAC86F,13
aaai,81FEDE5B,13
aaai,821514A2,13
aaai,8221C4AB,13
aaai,8260942C,13
aaai,82620D54,13
aaai,827FD6E8,13
aaai,829075D8,13
aaai,82A07BC9,13
aaai,82DE7717,13
aaai,82F89800,13
aaai,830F4914,13
aaai,831AC300,13
aaai,858D26CA,13
aaai,00334340,12
aaai,004540E0,12
aaai,0092A89E,12
aaai,01BDC703,12
aaai,025EBBD4,12
aaai,02E8C5A7,12
aaai,030D458D,12
aaai,03724768,12
aaai,038267E5,12
aaai,039FE5B3,12
aaai,0425D50C,12
aaai,055DA4D7,12
aaai,0599FAC8,12
aaai,05F4A6F2,12
aaai,065619D9,12
aaai,0736ACD7,12
aaai,0779A77C,12
aaai,07B6B7AA,12
aaai,07F61BDF,12
aaai,083CF3FC,12
aaai,083D8D07,12
aaai,085BF60C,12
aaai,0900A2D4,12
aaai,0902A2D9,12
aaai,099C6C52,12
aaai,0A198CC9,12
aaai,0A5B1C48,12
aaai,0AF712FF,12
aaai,0B11CFF2,12
aaai,0B3FC4AD,12
aaai,0B536E23,12
aaai,0B83DA46,12
aaai,0BDEBCC7,12
aaai,0F7B00D4,12
aaai,13CF89FE,12
aaai,21D27814,12
aaai,37132A5B,12
aaai,38AD48BB,12
aaai,587F9264,12
aaai,58B6385A,12
aaai,592DA594,12
aaai,59D4817B,12
aaai,59EDEDF9,12
aaai,5A2D78BF,12
aaai,5AC03E6C,12
aaai,5AF3E7F9,12
aaai,5BA5D9F9,12
aaai,5BAAE175,12
aaai,5CEE8B50,12
aaai,5D4FDA02,12
aaai,5D68B130,12
aaai,5DCFCFB4,12
aaai,5DFB958D,12
aaai,5E0B247B,12
aaai,5E19A9CD,12
aaai,5E205CEA,12
aaai,5E47CE52,12
aaai,5EF76A79,12
aaai,5F30F06E,12
aaai,5F51AD52,12
aaai,61261EFC,12
aaai,636A9C8D,12
aaai,64D33BA3,12
aaai,6A8599F9,12
aaai,6C3A7503,12
aaai,6C456EAB,12
aaai,6E344F6C,12
aaai,6E59DD12,12
aaai,6EC67F9E,12
aaai,702B0BCB,12
aaai,72E85899,12
aaai,74485DA4,12
aaai,75EDEC92,12
aaai,764983F3,12
aaai,77EF36E4,12
aaai,78068B45,12
aaai,7A4B7F08,12
aaai,7B3B49B9,12
aaai,7CF7EA20,12
aaai,7CF87D0A,12
aaai,7CFBA0A8,12
aaai,7D1E6211,12
aaai,7D242A3F,12
aaai,7D407583,12
aaai,7D43914B,12
aaai,7D5D9FE0,12
aaai,7DBB7301,12
aaai,7DC26973,12
aaai,7DC2DF8A,12
aaai,7DD3D73B,12
aaai,7DEED848,12
aaai,7DF50C0D,12
aaai,7E0F4C6D,12
aaai,7E26984A,12
aaai,7E2BD542,12
aaai,7E3BBD93,12
aaai,7E3D712B,12
aaai,7E583772,12
aaai,7E673380,12
aaai,7E83A5AA,12
aaai,7E8F2E9D,12
aaai,7E998AF7,12
aaai,7E99F7C9,12
aaai,7EA6270D,12
aaai,7EBAB277,12
aaai,7EE1E3C4,12
aaai,7F0305CF,12
aaai,7F39953C,12
aaai,7F7EF88A,12
aaai,7F8B6CDF,12
aaai,7F8FEBE9,12
aaai,7FA3A463,12
aaai,7FBD9F89,12
aaai,7FC32B58,12
aaai,7FCC5AE7,12
aaai,7FCDCF3D,12
aaai,7FDB6C4E,12
aaai,7FF538DB,12
aaai,8000E368,12
aaai,80079B2C,12
aaai,8007F84B,12
aaai,80160BDB,12
aaai,801AE3D2,12
aaai,801F335C,12
aaai,803F8891,12
aaai,8048A734,12
aaai,804BFBF0,12
aaai,805251E1,12
aaai,8052F52F,12
aaai,8059751D,12
aaai,805CCA88,12
aaai,806180D9,12
aaai,80674509,12
aaai,80801FF0,12
aaai,808AC4D4,12
aaai,80A769C8,12
aaai,80B08106,12
aaai,80BD579E,12
aaai,80BF6859,12
aaai,80C8A435,12
aaai,80CBD39D,12
aaai,80D68AE2,12
aaai,80D86E10,12
aaai,8100E808,12
aaai,813E5D56,12
aaai,8150E601,12
aaai,8152E612,12
aaai,815BA17B,12
aaai,81612CCA,12
aaai,8165AA51,12
aaai,81A2C9C1,12
aaai,81B69DD2,12
aaai,820B5450,12
aaai,82176CAD,12
aaai,821AA016,12
aaai,82200722,12
aaai,823C57D5,12
aaai,824C5638,12
aaai,8261358A,12
aaai,82AB22B7,12
aaai,82F0618C,12
aaai,834CE0C1,12
aaai,8375B7DB,12
aaai,83900E22,12
aaai,840A2406,12
aaai,84495C08,12
aaai,850AA560,12
aaai,8511E2D0,12
aaai,002883C8,11
aaai,012B755B,11
aaai,01881E08,11
aaai,01915697,11
aaai,019952FD,11
aaai,019B368A,11
aaai,01D29928,11
aaai,01DFD735,11
aaai,026A7BBC,11
aaai,03356CD3,11
aaai,0344F499,11
aaai,03831406,11
aaai,041111AB,11
aaai,042B5646,11
aaai,046FA1E1,11
aaai,047DF532,11
aaai,04CB4E64,11
aaai,04D3AC56,11
aaai,04DA4D22,11
aaai,051271AE,11
aaai,05759BD2,11
aaai,05825811,11
aaai,062E07EE,11
aaai,06389877,11
aaai,06922425,11
aaai,07610ACF,11
aaai,0764A8AE,11
aaai,08166A81,11
aaai,08219670,11
aaai,085D3798,11
aaai,0873247B,11
aaai,08E99F04,11
aaai,0925F076,11
aaai,0942D4A4,11
aaai,0981BC4F,11
aaai,09972C4E,11
aaai,09AE60BA,11
aaai,09F9A478,11
aaai,0A110720,11
aaai,0A91D9FB,11
aaai,0B727930,11
aaai,0B8BAA08,11
aaai,0BE29CD5,11
aaai,0C09E2A4,11
aaai,0C286756,11
aaai,0C31FF52,11
aaai,0DC1CE34,11
aaai,135CD7DC,11
aaai,13F90C0C,11
aaai,168D6A5C,11
aaai,23285E95,11
aaai,3467D6A8,11
aaai,37234D66,11
aaai,4846DFA7,11
aaai,56DDC721,11
aaai,58646541,11
aaai,59579A0F,11
aaai,597F8A11,11
aaai,59B1DC4D,11
aaai,59CB15A9,11
aaai,59FED955,11
aaai,5A451A4F,11
aaai,5A4596FD,11
aaai,5AB983EE,11
aaai,5AFB1809,11
aaai,5B1511F3,11
aaai,5B193100,11
aaai,5B861735,11
aaai,5B9EFEC6,11
aaai,5BA0A320,11
aaai,5BDC11EB,11
aaai,5BFF44F3,11
aaai,5C225E96,11
aaai,5C4DC332,11
aaai,5C557CB5,11
aaai,5CB10305,11
aaai,5CB6B8E7,11
aaai,5CCE49D9,11
aaai,5CEDDC2E,11
aaai,5D19C1AF,11
aaai,5D37B6F6,11
aaai,5D485513,11
aaai,5D7CAA42,11
aaai,5E283B34,11
aaai,5E46F618,11
aaai,5E8E03CD,11
aaai,5E9C2C17,11
aaai,5F6A1E50,11
aaai,5FA495A4,11
aaai,5FB018D3,11
aaai,60272F00,11
aaai,609D34F3,11
aaai,6175D1D2,11
aaai,619B6B1A,11
aaai,64B1322C,11
aaai,65133579,11
aaai,658DCCC6,11
aaai,674B1E52,11
aaai,69C7ED26,11
aaai,6A930D34,11
aaai,6D3A41D0,11
aaai,6E2A60BC,11
aaai,6F1A265B,11
aaai,6F1C31EE,11
aaai,6FFB8847,11
aaai,7107FD84,11
aaai,717BCCA2,11
aaai,71F4787F,11
aaai,7371A317,11
aaai,74CDFC39,11
aaai,777883C4,11
aaai,7808EAC5,11
aaai,79A6C92F,11
aaai,79E63E73,11
aaai,7A4827B6,11
aaai,7D382689,11
aaai,7D454A30,11
aaai,7D613E9C,11
aaai,7D697564,11
aaai,7D7474FF,11
aaai,7D7656F3,11
aaai,7D786576,11
aaai,7D9A9314,11
aaai,7DA91940,11
aaai,7DC0E79C,11
aaai,7DD4E3EF,11
aaai,7DD5C01E,11
aaai,7E0FFDF9,11
aaai,7E17FA26,11
aaai,7E1BC778,11
aaai,7E25A496,11
aaai,7E3A8034,11
aaai,7E4AAD15,11
aaai,7E4BC9B9,11
aaai,7E568274,11
aaai,7E71312D,11
aaai,7E80E168,11
aaai,7E853638,11
aaai,7E8839CA,11
aaai,7E8A05B1,11
aaai,7E8B8717,11
aaai,7E8F7E85,11
aaai,7E9E667E,11
aaai,7EC8D522,11
aaai,7ED44DEB,11
aaai,7ED7357C,11
aaai,7ED90341,11
aaai,7EEAE445,11
aaai,7EF80FEA,11
aaai,7EFD9806,11
aaai,7F0ADD42,11
aaai,7F15376E,11
aaai,7F276222,11
aaai,7F4E9E38,11
aaai,7F54992B,11
aaai,7F601B8C,11
aaai,7F773AAB,11
aaai,7F7E13E9,11
aaai,7F8154C5,11
aaai,7F817E1A,11
aaai,7FB53BF5,11
aaai,7FC4E0AB,11
aaai,7FDBB5D6,11
aaai,7FF5147B,11
aaai,7FFA1704,11
aaai,8021399E,11
aaai,80307C45,11
aaai,8048C3AD,11
aaai,804B5222,11
aaai,8073A91E,11
aaai,8084E810,11
aaai,80897F56,11
aaai,808B4E14,11
aaai,808B9827,11
aaai,80981623,11
aaai,809B3CEE,11
aaai,80A79500,11
aaai,80AD6BB6,11
aaai,80BA698F,11
aaai,80D6D776,11
aaai,80D83E4C,11
aaai,80F9A504,11
aaai,811E80EC,11
aaai,812B6764,11
aaai,81555074,11
aaai,816E5F86,11
aaai,81747350,11
aaai,818BFCA2,11
aaai,81CEDD30,11
aaai,8215E43D,11
aaai,8228BF1E,11
aaai,8235FF75,11
aaai,823E5ED6,11
aaai,8242B3EB,11
aaai,82504B5C,11
aaai,825A431E,11
aaai,82748CFC,11
aaai,827E04CA,11
aaai,828BC877,11
aaai,82A2CC7A,11
aaai,83084700,11
aaai,831A33A0,11
aaai,831DBCC0,11
aaai,83233313,11
aaai,8366A7BB,11
aaai,83A36CA7,11
aaai,83A44EB9,11
aaai,83C7FFB0,11
aaai,83CAB1A1,11
aaai,83E4BEE1,11
aaai,83F56808,11
aaai,83FE51BA,11
aaai,841207C8,11
aaai,841E1CF9,11
aaai,845E61C4,11
aaai,84CBFE22,11
aaai,84F6F741,11
aaai,856E2D95,11
aaai,000370F3,10
aaai,003233A4,10
aaai,007185CC,10
aaai,0082CFB4,10
aaai,00BFA6B1,10
aaai,01090966,10
aaai,011D5CD4,10
